id,path,slice_path
64,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\20\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\20\89.png
65,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\21\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\21\132.png
66,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\22\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\22\144.png
67,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\23\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\23\144.png
68,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\24\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\24\136.png
69,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\25\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\25\76.png
70,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\26\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\26\153.png
71,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\27\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\27\153.png
72,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\28\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\28\70.png
73,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\29\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\29\109.png
74,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\3\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\3\154.png
75,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\30\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\30\133.png
76,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\31\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\31\132.png
77,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\32\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\32\81.png
78,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\33\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\33\131.png
79,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\34\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\34\80.png
80,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\35\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\35\99.png
81,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\36\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\36\82.png
82,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\37\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\37\73.png
83,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\38\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\38\144.png
84,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\39\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\39\127.png
85,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\4\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\4\130.png
86,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\40\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\40\95.png
87,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\41\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\41\135.png
88,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\42\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\42\101.png
89,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\43\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\43\124.png
90,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\44\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\44\89.png
91,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\45\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\45\150.png
92,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\46\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\46\115.png
93,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\47\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\47\99.png
94,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\48\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\48\139.png
95,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\49\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\49\76.png
96,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\5\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\5\145.png
97,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\50\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\50\84.png
98,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\51\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\51\96.png
99,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\52\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\52\62.png
100,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\53\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\53\84.png
101,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\54\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\54\99.png
102,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\55\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\55\105.png
103,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\56\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\56\136.png
104,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\57\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\57\150.png
105,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\58\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\58\144.png
106,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\59\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\59\152.png
107,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\6\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\6\154.png
108,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\60\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\60\113.png
109,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\61\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\61\102.png
110,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\62\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\62\123.png
111,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\63\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\63\87.png
112,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\64\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\64\99.png
113,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\65\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\65\73.png
114,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\66\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\66\150.png
115,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\67\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\67\143.png
116,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\68\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\68\133.png
117,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\69\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\69\99.png
118,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\7\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\7\85.png
119,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\70\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\70\128.png
120,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\71\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\71\154.png
121,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\72\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\72\154.png
122,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\73\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\73\132.png
123,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\74\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\74\143.png
124,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\75\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\75\106.png
125,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\76\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\76\154.png
126,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\77\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\77\91.png
127,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\78\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\78\86.png
128,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\79\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\79\103.png
129,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\8\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\8\89.png
130,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\80\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\80\154.png
131,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\81\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\81\122.png
132,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\82\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\82\147.png
133,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\83\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\83\86.png
134,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\84\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\84\124.png
135,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\85\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\85\63.png
136,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\86\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\86\99.png
137,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\87\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\87\77.png
138,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\88\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\88\141.png
139,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\89\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\89\107.png
140,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\9\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\9\87.png
141,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\90\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\90\154.png
142,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\91\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\91\113.png
143,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\92\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\92\74.png
144,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\93\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\93\99.png
145,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\94\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\94\107.png
146,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\95\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\95\95.png
147,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\96\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\96\91.png
148,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\97\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\97\109.png
149,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\98\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\98\99.png
150,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\99\,C:/Users/Gilberto/Desktop/Gilberto/Projetos/btseg/data/Outdir\99\73.png
